id,speaker_nm,conversation_id,reply_to_nm,timestamp,text,likes,shares,num_comments,cleaned_text,named_entities,sentiment,tokens
1337813634639155201,GodSavesToday,1337813537482223618,thehill,2020-12-12 17:36:40,"Am I the only one hoping to watch the Secret Service carry that Orange Clown out on January 20th? 
#ITSOVER",10,0,2,hoping watch secret service carry orange clown january 20th itsover,"[('the Secret Service', 'ORG'), ('Orange Clown', 'LOC'), ('January 20th', 'DATE'), ('ITSOVER', 'PERSON')]",-0.13333333333333333,"[101, 5327, 3422, 3595, 2326, 4287, 4589, 15912, 2254, 3983, 2049, 7840, 102]"
1345179662880624641,choeshow,1345179662880624641,None,2021-01-02 01:26:38,"NEW YEAR’S EVE DESTRUCTION: Capitol Hill biz owners and neighbors are fed up with black bloc marchers wrecking the city. The owner of Cafe Argento says they’re being targeted for just trying to improve the neighborhood.

Story 6pm 
@komonews
 

#seattle #CalAndersonPark",271,112,56,new years eve destruction capitol hill biz owners neighbors fed black bloc marchers wrecking city owner cafe argento says theyre targeted just trying improve neighborhood story 6pm komonews seattle calandersonpark,"[('Capitol Hill', 'ORG'), ('Cafe Argento', 'ORG'), ('6pm', 'TIME'), ('#', 'CARDINAL')]",-0.015151515151515152,"[101, 2047, 2086, 6574, 6215, 9424, 2940, 12170, 2480, 5608, 10638, 7349, 2304, 15984, 28791, 2869, 12006, 2075, 2103, 3954, 7668, 23157, 2080, 2758, 2027, 2890, 9416, 2074, 2667, 5335, 5101, 2466, 1020, 9737, 12849, 8202, 7974, 2015, 5862, 10250, 12243, 3385, 14432, 102]"
1345186143931797505,flottum76lynn,1345179662880624641,choeshow,2021-01-02 01:52:23,"Well, when you catch and release these idiots night after night, this is what happens. Maybe try voting next time for a candidate without a “D” next to their name. This will never end.",68,3,4,catch release idiots night night happens maybe try voting time candidate d end,"[('night', 'TIME')]",-0.26666666666666666,"[101, 4608, 2713, 28781, 2305, 2305, 6433, 2672, 3046, 6830, 2051, 4018, 1040, 2203, 102]"
1345182726584844290,integrityiseve1,1345179662880624641,choeshow,2021-01-02 01:38:48,Why bother trying to improve the neighborhood. Open in a place that will appreciate your efforts,43,0,1,bother trying improve neighborhood open place appreciate efforts,[],0.0,"[101, 8572, 2667, 5335, 5101, 2330, 2173, 9120, 4073, 102]"
1345180938653732870,ScreamingInSea,1345179662880624641,choeshow,2021-01-02 01:31:42,"Smashing up another LGBT POC owned small business. 

It feels like the gay bars/clubs/even coffee shops are targeted more then anyone else. 
Look what happened to QueerBar & Neighbors.",14,0,2,smashing lgbt poc owned small business feels like gay barsclubseven coffee shops targeted look happened queerbar neighbors,"[('LGBT POC', 'ORG'), ('QueerBar & Neighbors', 'ORG')]",0.22222222222222224,"[101, 21105, 12010, 13433, 2278, 3079, 2235, 2449, 5683, 2066, 5637, 6963, 20464, 12083, 3366, 8159, 4157, 7340, 9416, 2298, 3047, 19483, 8237, 10638, 102]"
1345181731200983041,RBtw33ts,1345179662880624641,choeshow,2021-01-02 01:34:51,It is never ok to destroy someone else’s property.  If you do not like a business don’t go there.,9,0,0,ok destroy elses property like business dont,[],-0.225,"[101, 7929, 6033, 2842, 2015, 3200, 2066, 2449, 2123, 2102, 102]"
1345195592004194305,Chrismorama,1345179662880624641,choeshow,2021-01-02 02:29:56,The coming backlash will be severe.,9,0,1,coming backlash severe,[],0.0,"[101, 2746, 25748, 5729, 102]"
1345235076913782784,cwgrl42632,1345179662880624641,choeshow,2021-01-02 05:06:50,You should ask all these fed up residents and business owners who they have been voting for over the last 10-15 years....,9,0,1,ask fed residents business owners voting 1015 years,"[('the last', 'DATE'), ('10-15 years', 'DATE')]",0.0,"[101, 3198, 7349, 3901, 2449, 5608, 6830, 7886, 2629, 2086, 102]"
1345211225475571713,LoneStarWhiz,1345179662880624641,choeshow,2021-01-02 03:32:03,You voted them into power.,4,0,0,voted power,[],0.0,"[101, 5444, 2373, 102]"
1345185595891404800,mchellshit,1345179662880624641,choeshow,2021-01-02 01:50:13,"Congrats, Jeff Bezos is now that much richer.",3,0,0,congrats jeff bezos richer,"[('Congrats', 'NORP'), ('Jeff Bezos', 'PERSON')]",0.2,"[101, 26478, 8609, 2015, 5076, 2022, 28370, 26108, 102]"
1345401572898050050,lynstar_16,1345179662880624641,choeshow,2021-01-02 16:08:25,These people are so destructive. If they could only put their energy into something positive and constructive.,3,0,0,people destructive energy positive constructive,[],-0.12424242424242422,"[101, 2111, 15615, 2943, 3893, 26157, 102]"
1345182925621317639,TheDigriz,1345179662880624641,choeshow,2021-01-02 01:39:36,Time for him to buy a gun.,2,0,0,time buy gun,[],0.0,"[101, 2051, 4965, 3282, 102]"
1345201642224943105,MikeHalston2,1345179662880624641,choeshow,2021-01-02 02:53:58,"Too bad.
Why don't they ask their stupid fellow citizens to stop voting for far-left appeasers of this cancerous ideology?
And if their fellow citizens aren't interested in safety, amenity, economic prosperity etc. then get the hell out of these rotten far-left hellholes!",1,0,0,bad dont ask stupid fellow citizens stop voting farleft appeasers cancerous ideology fellow citizens arent interested safety amenity economic prosperity hell rotten farleft hellholes,[],-0.24999999999999994,"[101, 2919, 2123, 2102, 3198, 5236, 3507, 4480, 2644, 6830, 2521, 2571, 6199, 10439, 19500, 2869, 4456, 3560, 13165, 3507, 4480, 4995, 2102, 4699, 3808, 2572, 20693, 3171, 14165, 3109, 11083, 2521, 2571, 6199, 3109, 19990, 102]"
1339624669750681600,MayorBowser,1339624669750681600,None,2020-12-17 17:33:04,"Today, our frontline workers received their first dose of the COVID-19 vaccine at Kaiser Permanente in Capitol Hill. These vaccinations will save lives & protect our first responders, their patients, and their families. 

There is reason to have hope. 

#GetVaccinatedDC, #DCHOPE",154,38,10,today frontline workers received dose covid19 vaccine kaiser permanente capitol hill vaccinations save lives protect responders patients families reason hope getvaccinateddc dchope,"[('Today', 'DATE'), ('first', 'ORDINAL'), ('COVID-19', 'ORG'), ('Kaiser Permanente', 'FAC'), ('Capitol Hill', 'ORG'), ('first', 'ORDINAL'), ('DCHOPE', 'PERSON')]",0.25,"[101, 2651, 2392, 4179, 3667, 2363, 13004, 2522, 17258, 16147, 17404, 15676, 4568, 2063, 9424, 2940, 12436, 14693, 9323, 2015, 3828, 3268, 4047, 6869, 2545, 5022, 2945, 3114, 3246, 2131, 24887, 28748, 3064, 16409, 5887, 26441, 102]"
1341245162442375168,ShorePoint888,1339624669750681600,MayorBowser,2020-12-22 04:52:20,"Why is the Director of Health, Dr. LaQuandra Nesbitt, always so  unhappy?",1,0,0,director health dr laquandra nesbitt unhappy,"[('LaQuandra Nesbitt', 'PERSON')]",-0.6,"[101, 2472, 2740, 2852, 2474, 16211, 17670, 24524, 16313, 2102, 12511, 102]"
1339677807740383234,2DeCee,1339624669750681600,MayorBowser,2020-12-17 21:04:14,Thank you for the update Madam Mayor,0,0,1,thank update madam mayor,"[('Madam', 'PERSON')]",0.0,"[101, 4067, 10651, 21658, 3664, 102]"
1346148068773789697,CBSEveningNews,1346148068773789697,None,2021-01-04 17:34:44,"At least a dozen GOP senators are vowing to challenge President-elect Joe Biden’s election victory on Wednesday.

Some have cited baseless conspiracy theories about the election as disputes over the results split the Republican party on Capitol Hill.",4,6,6,dozen gop senators vowing challenge presidentelect joe bidens election victory wednesday cited baseless conspiracy theories election disputes results split republican party capitol hill,"[('At least a dozen', 'CARDINAL'), ('GOP', 'ORG'), ('Joe Biden’s', 'PERSON'), ('Wednesday', 'DATE'), ('the Republican party', 'ORG'), ('Capitol Hill', 'ORG')]",-0.3,"[101, 6474, 2175, 2361, 10153, 19076, 2075, 4119, 2343, 12260, 6593, 3533, 7226, 6132, 2602, 3377, 9317, 6563, 14040, 7971, 9714, 8106, 2602, 11936, 3463, 3975, 3951, 2283, 9424, 2940, 102]"
1346148970440118274,airwest007,1346148068773789697,CBSEveningNews,2021-01-04 17:38:19,cBSnews  M$M,1,0,0,cbsnews mm,[],0.0,"[101, 6568, 2638, 9333, 3461, 102]"
1346183164989992960,tompach09234046,1346148068773789697,CBSEveningNews,2021-01-04 19:54:12,Is this the seditious twelve ,1,0,0,seditious,"[('twelve', 'CARDINAL')]",0.0,"[101, 7367, 23194, 6313, 102]"
1346150649780719617,CapsHockey1974,1346148068773789697,CBSEveningNews,2021-01-04 17:44:59,"They know that it won’t go anywhere, but their objections are going to be rejected by the Senate when it comes to a vote. It’s about their future political ambitions.",0,0,0,know wont objections going rejected senate comes vote future political ambitions,"[('Senate', 'ORG')]",0.0,"[101, 2113, 2180, 2102, 17304, 2183, 5837, 4001, 3310, 3789, 2925, 2576, 19509, 102]"
1346153959619231746,choytdad,1346148068773789697,CBSEveningNews,2021-01-04 17:58:08,"Why describe it as “baseless conspiracy theories” when there is video evidence showing suitcases of ballots being drawn under a covered table after the Republican poll watchers were told to go home.
These tens of thousands of ballots were then processed between 10.35 pm and1.00am",0,0,0,baseless conspiracy theories video evidence showing suitcases ballots drawn covered table republican poll watchers told home tens thousands ballots processed 1035 pm and100am,"[('Republican', 'NORP'), ('These tens of thousands', 'CARDINAL'), ('10.35 pm', 'TIME')]",0.0,"[101, 14040, 7971, 9714, 8106, 2678, 3350, 4760, 15940, 2015, 17069, 4567, 3139, 2795, 3951, 8554, 3422, 2545, 2409, 2188, 15295, 5190, 17069, 13995, 9800, 2629, 7610, 1998, 18613, 3286, 102]"
1335507416331390976,KatieDaviscourt,1335507416331390976,None,2020-12-06 08:52:35,"OLYMPIA, WA: Shots were fired earlier today outside of the Washington State Capitol during a clash between Antifa Militants and Patriots. The Olympia Police Department has the man in custody and is investigating.

*Warning*—Video Via BL Ranch on YT",211,84,27,olympia wa shots fired earlier today outside washington state capitol clash antifa militants patriots olympia police department man custody investigating warningvideo bl ranch yt,"[('earlier today', 'TIME'), ('Washington State', 'GPE'), ('Capitol', 'ORG'), ('Antifa Militants', 'ORG'), ('Patriots', 'ORG'), ('The Olympia Police Department', 'ORG'), ('YT', 'GPE')]",0.0,"[101, 17096, 11333, 7171, 5045, 3041, 2651, 2648, 2899, 2110, 9424, 13249, 3424, 7011, 17671, 11579, 17096, 2610, 2533, 2158, 9968, 11538, 5432, 17258, 8780, 1038, 2140, 8086, 1061, 2102, 102]"
1335507418411745283,KatieDaviscourt,1335507416331390976,KatieDaviscourt,2020-12-06 08:52:35,"Statement from 
@OlyPD
:",34,7,4,statement olypd,[],0.0,"[101, 4861, 19330, 22571, 2094, 102]"
1338299732918063105,GunWashington,1335507416331390976,KatieDaviscourt,2020-12-14 01:48:15,"If anyone actually saw this incident in Olympia this weekend, please contact Washington Gun Law today at 425.765.0487 immediately.",0,0,0,actually saw incident olympia weekend contact washington gun law today 4257650487 immediately,"[('Olympia', 'GPE'), ('this weekend', 'DATE'), ('Washington Gun Law', 'WORK_OF_ART'), ('today', 'DATE')]",0.0,"[101, 2941, 2387, 5043, 17096, 5353, 3967, 2899, 3282, 2375, 2651, 23285, 2581, 26187, 2692, 18139, 2581, 3202, 102]"
1335749559448973316,ColleenAnderso2,1335507416331390976,KatieDaviscourt,2020-12-07 00:54:46,https://facebook.com/112779115408517/posts/4108502765836112/?d=n…. It was trump follower who was arrested. So much for “law and order”.,7,0,3,trump follower arrested law order,[],0.2,"[101, 8398, 22399, 4727, 2375, 2344, 102]"
1335564467149524992,WRB_BOB,1335507416331390976,KatieDaviscourt,2020-12-06 12:39:17,Looks like the guy in the bright yellow was defending him self this video I hope help him,5,0,2,looks like guy bright yellow defending self video hope help,[],0.35000000000000003,"[101, 3504, 2066, 3124, 4408, 3756, 6984, 2969, 2678, 3246, 2393, 102]"
1335598262099746818,Hydro_Sparky,1335507416331390976,KatieDaviscourt,2020-12-06 14:53:34,"Oly PD doing the typical, ignore attacks by the violent left and arrest their victims who defend themselves, routine.

I refuse to believe this is the will of the people. We need voter ID reform so elected officials have to care about the average citizen again",5,0,1,oly pd doing typical ignore attacks violent left arrest victims defend routine refuse believe people need voter id reform elected officials care average citizen,"[('Oly PD', 'ORG')]",-0.2333333333333333,"[101, 19330, 2100, 22851, 2725, 5171, 8568, 4491, 6355, 2187, 6545, 5694, 6985, 9410, 10214, 2903, 2111, 2342, 14303, 8909, 5290, 2700, 4584, 2729, 2779, 6926, 102]"
1337930542348718083,MegMadison13,1335507416331390976,KatieDaviscourt,2020-12-13 01:21:13,There is no such thing as an Antifa militant! Do you actually know what Antifa means??? Idiot!,3,0,0,thing antifa militant actually know antifa means idiot,"[('Antifa', 'NORP'), ('Antifa', 'ORG'), ('Idiot', 'PERSON')]",-0.3333333333333333,"[101, 2518, 3424, 7011, 16830, 2941, 2113, 3424, 7011, 2965, 10041, 102]"
1336086725458726912,AmazonFortress,1335507416331390976,KatieDaviscourt,2020-12-07 23:14:33,Antifa would always show up to Patriots peaceful rallies to start trouble.,1,0,0,antifa patriots peaceful rallies start trouble,"[('Antifa', 'ORG'), ('Patriots', 'ORG')]",0.024999999999999994,"[101, 3424, 7011, 11579, 9379, 22867, 2707, 4390, 102]"
1337923429308100608,hummingbirddab,1335507416331390976,KatieDaviscourt,2020-12-13 00:52:57,Just say trump supporter shot multiple times at anti trump supporters..and was hogtied and carried off. Hope he rots!!,1,0,0,just say trump supporter shot multiple times anti trump supportersand hogtied carried hope rots,[],0.0,"[101, 2074, 2360, 8398, 10129, 2915, 3674, 2335, 3424, 8398, 6793, 5685, 27589, 9515, 2094, 3344, 3246, 18672, 2015, 102]"
1337929123918979074,KevinKennedy002,1335507416331390976,KatieDaviscourt,2020-12-13 01:15:35,Stop those criminal white supremacy gangs. Those proud boys need to stop their violence.,1,0,0,stop criminal white supremacy gangs proud boys need stop violence,[],0.13333333333333333,"[101, 2644, 4735, 2317, 22006, 18542, 7098, 3337, 2342, 2644, 4808, 102]"
1337929493420380161,phoenixmacleod1,1335507416331390976,KatieDaviscourt,2020-12-13 01:17:03,lol you aren’t a reporter. You are a joke. The labels you have chosen show that you aren’t a real reporter.,1,0,0,lol arent reporter joke labels chosen arent real reporter,[],0.5,"[101, 8840, 2140, 4995, 2102, 6398, 8257, 10873, 4217, 4995, 2102, 2613, 6398, 102]"
1346193314727518211,MonoNeon,1346193314727518211,None,2021-01-04 20:34:31,"NEW ALBUM OUT NOW
“Banana Peel On Capitol Hill”
LINK: https://dywanethomasjr.bandcamp.com/album/banana-peel-on-capitol-hill…

“Yesterday the world was buried alive”

Stanks ya for listening to whateva the fyuck I be doing... ",22,8,0,new album banana peel capitol hill link yesterday world buried alive stanks ya listening whateva fyuck doing,"[('Banana Peel On Capitol Hill', 'WORK_OF_ART'), ('Yesterday', 'DATE')]",0.11818181818181818,"[101, 2047, 2201, 15212, 14113, 9424, 2940, 4957, 7483, 2088, 3950, 4142, 9761, 5705, 8038, 5962, 2054, 13331, 1042, 10513, 3600, 2725, 102]"
1337770272963825665,FordFischer,1337770272963825665,None,2020-12-12 14:44:22,"Worth noting that because there’s a few separate rally points (I misspelled this as “tally” in my first tweet of this thread, sorry) some people are already marching east toward the Capitol / rally point on national mall from Freedom Plaza.",119,18,8,worth noting theres separate rally points misspelled tally tweet thread sorry people marching east capitol rally point national mall freedom plaza,"[('first', 'ORDINAL'), ('Capitol', 'ORG'), ('Freedom Plaza', 'LOC')]",-0.037500000000000006,"[101, 4276, 9073, 2045, 2015, 3584, 8320, 2685, 3335, 11880, 3709, 19552, 1056, 28394, 2102, 11689, 3374, 2111, 10998, 2264, 9424, 8320, 2391, 2120, 6670, 4071, 8232, 102]"
1337769536674820101,FordFischer,1337770272963825665,FordFischer,2020-12-12 14:41:26,"The “Trump Unity Bridge” is parked right now and playing “God Bless America” at 11th and Penn, between Harry’s Bar and the Trump hotel.",98,31,13,trump unity bridge parked right playing god bless america 11th penn harrys bar trump hotel,"[('Trump Unity Bridge', 'WORK_OF_ART'), ('11th', 'ORDINAL'), ('Penn', 'PERSON'), ('Harry’s Bar', 'PERSON'), ('Trump', 'ORG')]",0.2857142857142857,"[101, 8398, 8499, 2958, 9083, 2157, 2652, 2643, 19994, 2637, 6252, 9502, 4302, 2015, 3347, 8398, 3309, 102]"
1337770272963825665,FordFischer,1337770272963825665,FordFischer,2020-12-12 14:44:22,"Worth noting that because there’s a few separate rally points (I misspelled this as “tally” in my first tweet of this thread, sorry) some people are already marching east toward the Capitol / rally point on national mall from Freedom Plaza.",119,18,8,worth noting theres separate rally points misspelled tally tweet thread sorry people marching east capitol rally point national mall freedom plaza,"[('first', 'ORDINAL'), ('Capitol', 'ORG'), ('Freedom Plaza', 'LOC')]",-0.037500000000000006,"[101, 4276, 9073, 2045, 2015, 3584, 8320, 2685, 3335, 11880, 3709, 19552, 1056, 28394, 2102, 11689, 3374, 2111, 10998, 2264, 9424, 8320, 2391, 2120, 6670, 4071, 8232, 102]"
1337775819918348288,FordFischer,1337770272963825665,FordFischer,2020-12-12 15:06:24,"Chants of “Fuck antifa!”

Livestreaming momentarily.",153,27,19,chants fuck antifa livestreaming momentarily,[],-0.5,"[101, 29534, 6616, 3424, 7011, 3268, 25379, 2075, 16032, 102]"
1337801700619522049,FordFischer,1337770272963825665,FordFischer,2020-12-12 16:49:15,I livestreamed for about an hour before connection died due to too many people.,97,7,10,livestreamed hour connection died people,"[('about an hour', 'TIME')]",0.1875,"[101, 3268, 25379, 2098, 3178, 4434, 2351, 2111, 102]"
1337812463132217346,FordFischer,1337770272963825665,FordFischer,2020-12-12 17:32:01,"Trump supporters wave as Marine One flies overhead, presumably carrying the president.",158,41,22,trump supporters wave marine flies overhead presumably carrying president,"[('Marine One', 'ORG')]",0.0,"[101, 8398, 6793, 4400, 3884, 10029, 8964, 10712, 4755, 2343, 102]"
1337813883407446021,FordFischer,1337770272963825665,FordFischer,2020-12-12 17:37:39,"Something challenging out here is they there’s multiple different rallies. Several blocks away from the March for Trump based at Freedom Plaza is the “Jericho March”, framed as a prayer rally for Trump. Apparently General Flynn just spoke here.",151,45,17,challenging theres multiple different rallies blocks away march trump based freedom plaza jericho march framed prayer rally trump apparently general flynn just spoke,"[('March', 'DATE'), ('Trump', 'ORG'), ('Freedom Plaza', 'FAC'), ('Trump', 'ORG'), ('Flynn', 'PERSON')]",0.11000000000000001,"[101, 10368, 2045, 2015, 3674, 2367, 22867, 5991, 2185, 2233, 8398, 2241, 4071, 8232, 17309, 2233, 10366, 7083, 8320, 8398, 4593, 2236, 13259, 2074, 3764, 102]"
1337826194209828865,FordFischer,1337770272963825665,FordFischer,2020-12-12 18:26:34,"At the #JerichoMarch, Stop the Steal founder 
@ali
 lays out that their last hope after the electoral college is that a senator will join Rep. Mo Brooks in blocking Jan 6 certification of Biden win.

If none do, “we will burn the Republican Party down and make something new.”",225,137,46,jerichomarch stop steal founder ali lays hope electoral college senator join rep mo brooks blocking jan 6 certification biden win burn republican party make new,"[('JerichoMarch', 'PERSON'), ('Steal', 'ORG'), ('Mo Brooks', 'PERSON'), ('Jan 6', 'DATE'), ('Biden', 'PERSON'), ('the Republican Party', 'ORG')]",0.1952020202020202,"[101, 17309, 7849, 2818, 2644, 8954, 3910, 4862, 19764, 3246, 6092, 2267, 5205, 3693, 16360, 9587, 8379, 10851, 5553, 1020, 10618, 7226, 2368, 2663, 6402, 3951, 2283, 2191, 2047, 102]"
